SK_ID_CURR,TARGET
100001,0.5659817159586799
100005,0.7434272331361859
100013,0.2501193501783151
100028,0.4703816382373783
100038,0.67820874185009
100042,0.5437371269244542
100057,0.42920394265084916
100065,0.5702438525170782
100066,0.3556781224687553
100067,0.5250742609934299
100074,0.6338233742191096
100090,0.6983321208783391
100091,0.7713760780894452
100092,0.5975128688019866
100106,0.5550380631230044
100107,0.7897020943749198
100109,0.6589350671015664
100117,0.3960528498054055
100128,0.7387149903064125
100141,0.3477222437840048
100150,0.27628989073581184
100168,0.16913476569025732
100169,0.7076748525666671
100170,0.5574319194749898
100171,0.49949664700897406
100172,0.6511181281765633
100184,0.5938092149292993
100187,0.5957549424640687
100212,0.5890264509400606
100222,0.6102350904612037
100223,0.2662129911647364
100232,0.2939449572536185
100241,0.7953967968220611
100245,0.3615335741887723
100253,0.29835725002745805
100256,0.607404486626561
100271,0.1802256875872208
100278,0.865698628105434
100280,0.27853217163917976
100306,0.7802481007631283
100311,0.807521084556154
100312,0.32413787072581207
100330,0.7747309150053232
100331,0.38111927274756163
100352,0.7880113401109328
100358,0.6330466830886969
100367,0.2996180160581313
100382,0.8304153375108662
100384,0.6731684135206354
100385,0.8080441095461264
100386,0.5393570748433568
100399,0.3116579525482513
100404,0.7402324894534853
100416,0.2793726818098642
100422,0.5980074291623206
100426,0.42802697991795047
100438,0.46287057310093777
100444,0.7511611038757317
100445,0.7310249688655307
100446,0.7470120323648924
100447,0.2758935360320471
100450,0.5315817755366629
100466,0.38796129712132277
100483,0.3279714712931113
100484,0.2903708535356309
100494,0.5478807867479051
100510,0.8205306998384855
100512,0.26088407584800927
100517,0.40020161879978866
100548,0.4111397323303882
100551,0.5464727539600439
100552,0.5085311505677436
100553,0.18700180104005998
100561,0.7290964940452436
100568,0.9031001262615784
100569,0.33942308940183935
100591,0.6358350297423302
100592,0.3704457612069779
100602,0.4329588869750596
100607,0.44942468603793206
100613,0.6203167066876011
100617,0.8794039861503864
100618,0.8205793401569403
100622,0.5149745155545611
100625,0.5203660671384449
100677,0.8320780234204269
100699,0.629246584788541
100702,0.8796694279160129
100711,0.5888167403926616
100729,0.7167903718590384
100740,0.7902259619007889
100744,0.8034749864966738
100745,0.4712659631185662
100747,0.7414465064906992
100751,0.784910558683837
100752,0.5104970441603293
100753,0.8050690945677488
100754,0.7985037188406487
100760,0.4541653082940438
100762,0.708981591144052
100763,0.602565265182795
100765,0.24130308497601716
100770,0.5232484000408847
100772,0.278367384623899
100777,0.3704830835858168
100791,0.33238465585907134
100792,0.25372512354017385
100797,0.3155908817533274
100823,0.5433107248552699
100826,0.4628917839232485
100830,0.34208839696254245
100836,0.865057525107773
100872,0.2542288582032478
100910,0.567664805053518
100913,0.8051298064395588
100918,0.4662035149074966
100931,0.3077758531008191
100952,0.44674347221083033
100953,0.4784134679829855
100965,0.8323961024542756
100970,0.3716175185726914
100982,0.6448500174780528
100983,0.7284127400246353
100984,0.5283809409261233
100987,0.4234985000205228
100997,0.45631021794436344
100998,0.759088627969463
101002,0.6948548564295585
101005,0.8384270070780994
101008,0.8432941626381382
101020,0.5211074291146789
101021,0.3000593629345299
101024,0.5390201597265197
101025,0.7333195015386401
101026,0.4108362841812945
101031,0.32661228871072084
101041,0.3762153972096148
101051,0.25048009176201674
101055,0.47040672805220374
101056,0.8625191098575752
101057,0.37119395421907
101064,0.29524238963008886
101079,0.7630793805220036
101087,0.3139585960352728
101090,0.3425781009824908
101092,0.6818948562694371
101097,0.7461198390073753
101099,0.21536593783600452
101107,0.6526337433495816
101118,0.7036798895992471
101125,0.6224861613889804
101126,0.3569935339388814
101128,0.2395864494374916
101136,0.5978916340257479
101140,0.8473438239108596
101149,0.814783912445481
101160,0.5191593429955677
101169,0.7832488480708051
101181,0.4752567157661481
101186,0.3301200822003384
101190,0.7109700507862363
101193,0.6061340474299723
101194,0.644453189230148
101198,0.838833543463926
101200,0.3780689306212605
101204,0.24541785980263636
101211,0.4471355377078346
101213,0.7348633189312512
101223,0.34885058084088294
101225,0.5939667986540659
101237,0.7371212800138527
101243,0.6721430160855504
101244,0.6149379413531448
101258,0.3672999106062685
101259,0.7834823494594659
101268,0.7484877487489289
101269,0.2635519815215836
101271,0.8534146728481675
101279,0.4620464152058271
101281,0.7266269154283843
101287,0.5284425309264467
101292,0.4253992484682798
101294,0.3687197561908349
101296,0.6863149356113911
101297,0.42793346694190476
101299,0.7136543011358494
101301,0.5513236286955057
101305,0.6208955131660776
101308,0.6027190461386533
101318,0.2706941408559504
101327,0.8866050108791196
101329,0.32519118485320525
101332,0.40377333580263114
101337,0.5803617144944445
101343,0.43770662135006533
101345,0.30355546865541416
101346,0.249727883572914
101353,0.23137020461254806
101354,0.7603280887038896
101355,0.8569868299178025
101356,0.3266758982884599
101362,0.5477351168104521
101363,0.8758139501056075
101365,0.3866265162242236
101366,0.7147997042885049
101367,0.848935915796965
101368,0.2539510195380122
101374,0.7005771831068359
101380,0.2306058287554132
101383,0.22840173433607228
101398,0.4292328109828508
101399,0.8633558735569006
101401,0.8254023817789183
101412,0.6263398287095399
101426,0.43375386591908355
101427,0.9000951597575427
101428,0.8020503800084883
101429,0.8213446401883571
101434,0.461570622664287
101440,0.7985626748999363
101448,0.5696308396706933
101449,0.7132830731530886
101465,0.3991193131819981
101467,0.3565212907228058
101472,0.6010669809707477
101478,0.8345399981480348
101497,0.5788958225460153
101504,0.8451014080847584
101547,0.2747676820706782
101548,0.5688185255125602
101555,0.7138585945708592
101570,0.4453473993174908
101572,0.6339695950288585
101578,0.5445593685149849
101580,0.7584114987411181
101588,0.8293870540281112
101602,0.45383090245958435
101610,0.7230190664859034
101614,0.40724983405400395
101616,0.29201677713172697
101643,0.7279766148732617
101644,0.4260328104564756
101649,0.6569802146196596
101650,0.5906894256426649
101665,0.20343373887243016
101667,0.6709285367700908
101669,0.30253167917211093
101674,0.5865871462894892
101675,0.43566970243536346
101678,0.6624726633349394
101682,0.5400017669539922
101686,0.47214805750727007
101697,0.8038450268234724
101700,0.851701754827743
101711,0.465949781197889
101714,0.5342822684888985
101715,0.8885039618692532
101728,0.5450899315579774
101732,0.6099734820140302
101757,0.6966744963327398
101758,0.49290656477643047
101759,0.5884888401248325
101762,0.33205090975448454
101764,0.48165827507497777
101780,0.9117064855156155
101784,0.25573847358972174
101789,0.30045763313841894
101816,0.6255514710578827
101819,0.36189583560877886
101827,0.2626813936659343
101863,0.6536830255001593
101867,0.5102208839484039
101870,0.3212840642972212
101873,0.8682871776841282
101878,0.814296017953299
101879,0.507647322495635
101880,0.28980512346612797
101887,0.535072873126351
101897,0.3576440958229346
101901,0.8260613069111383
101903,0.8220679639416196
101920,0.2807979135912292
101921,0.41249647303667114
101922,0.3361845235715412
101961,0.5998972627229008
101962,0.3622516132058865
101971,0.4281686592964067
